,MAC000002,MAC000003,MAC000004,MAC000005,MAC000006,MAC000007,MAC000008,MAC000009,MAC000010,MAC000011,MAC000012,MAC000013,MAC000014,MAC000015,MAC000016,MAC000017,MAC000018,MAC000019,MAC000020,MAC000021,MAC000022,MAC000023,MAC000024,MAC000025,MAC000026,MAC000027,MAC000028,MAC000029,MAC000030,MAC000031,MAC000032,MAC000033,MAC000034,MAC000035,MAC000036,MAC000037,MAC000038,MAC000039,MAC000040,MAC000041,MAC000042,MAC000043,MAC000044,MAC000045,MAC000046,MAC000047,MAC000048,MAC000049,MAC000050,MAC000051
2013-07-03,9.458,32.761,1.677,5.549,3.138,9.729,25.515,7.077,27.884,10.762,1.22,5.546,3.803,10.495,0.156,6.762,9.845,3.237,6.399,16.331,5.392,13.121,2.476,4.728,7.323,7.544,5.681,2.766,4.111,19.347,5.202,9.384,6.276,6.601,3.243,0.0,8.229,6.846,17.455,6.307,10.559,2.622,7.837,19.457,10.529,5.514,4.254,18.354,20.487,17.845
2013-07-04,9.37,34.804,1.871,4.517,2.857,9.067,39.099,7.129,19.831,12.297,1.12,5.646,2.059,8.425,0.155,4.845,8.644,3.409,4.505,23.177,6.237,15.133,2.486,4.632,11.262,7.672,5.379,2.562,4.226,13.923,7.557,5.203,6.677,6.633,2.592,0.658,7.653,8.199,17.669,2.871,7.71,2.302,11.634,16.757,8.45,5.646,7.731,33.495,19.814,18.033
2013-07-05,9.138,40.805,2.284,6.176,3.788,8.687,28.574,6.121,25.371,9.596,1.126,5.398,2.002,12.099,0.152,4.249,10.072,3.154,5.467,23.226,5.935,19.978,4.961,3.731,18.951,7.047,5.815,4.0,4.372,16.982,5.204,7.352,9.144,8.541,3.228,0.012,7.737,11.111,18.339,2.105,7.295,2.802,11.157,15.697,10.685,5.328,3.564,42.656,25.839,14.872
2013-07-06,9.435,40.741,1.711,5.81,2.975,6.926,24.981,7.112,24.368,8.216,1.134,6.432,1.972,8.36,0.154,11.102,7.486,3.083,7.163,21.724,4.712,20.831,8.323,4.337,12.02,5.664,4.953,3.224,3.879,27.172,5.44,6.987,6.581,19.113,3.115,0.0,8.49,8.496,16.489,2.266,11.868,3.095,12.538,17.602,11.729,4.535,3.926,36.877,22.845,20.861
2013-07-07,10.61,18.173,1.755,4.821,2.721,6.742,22.229,4.084,23.776,12.854,1.151,5.581,2.025,7.581,0.155,7.255,8.863,3.082,6.186,19.257,5.229,13.033,7.01,4.409,10.668,7.797,5.155,2.413,3.799,18.567,7.117,6.472,6.718,14.599,3.026,0.0,7.61,6.486,18.97,2.1,9.033,2.93,11.575,20.852,12.109,5.784,3.729,30.557,17.762,9.658
2013-07-08,7.405,21.31,1.762,7.491,3.095,9.553,19.857,7.5,24.992,10.505,1.174,5.567,1.837,8.868,0.155,4.704,7.211,5.386,7.825,16.036,5.147,7.725,8.21,4.106,7.446,11.136,6.171,1.98,3.823,17.625,6.334,6.841,6.847,10.269,2.982,0.0,13.075,12.26,18.305,2.253,7.417,3.297,13.79,22.76,14.644,5.48,3.836,29.151,28.224,14.16
2013-07-09,5.192,20.55,2.16,5.056,2.784,10.625,26.333,8.892,22.003,11.749,1.168,5.31,1.845,11.085,0.154,4.896,7.711,6.502,4.918,18.672,5.548,5.446,8.56,4.217,8.792,12.188,7.048,3.081,9.632,25.625,6.043,8.284,5.848,12.022,3.091,0.026,6.789,8.944,18.537,4.293,8.4,2.279,6.966,15.944,9.971,5.708,8.421,39.167,17.619,9.417
2013-07-10,5.368,41.918,5.944,3.565,2.607,8.917,25.979,6.951,26.054,11.136,1.22,5.594,3.994,9.935,0.155,6.279,7.662,3.645,5.437,25.364,4.91,15.879,10.89,4.491,19.565,9.682,6.208,3.783,9.831,19.839,7.065,8.479,5.86,18.015,3.369,0.0,7.134,7.837,21.264,5.939,6.83,2.643,6.681,19.707,10.032,5.927,3.635,32.134,20.561,15.202
2013-07-11,6.046,40.507,4.326,5.623,2.607,6.011,24.743,7.377,25.17,9.805,1.333,5.474,6.601,9.729,0.151,5.475,10.673,3.35,4.558,23.346,4.765,18.918,9.5,1.97,16.174,9.933,6.102,2.518,13.396,16.654,6.131,7.439,6.03,14.618,2.62,0.0,7.565,12.843,20.5,5.594,11.693,2.638,7.088,17.45,9.18,5.787,7.072,34.221,24.163,11.095
2013-07-12,4.995,42.922,1.627,6.301,3.781,6.666,15.401,7.13,23.619,11.113,1.208,5.563,5.226,7.336,0.152,4.18,11.429,3.321,4.698,24.231,9.643,14.848,9.166,4.577,14.127,8.138,5.557,3.144,5.793,12.197,5.906,6.001,5.84,16.235,3.301,0.0,7.27,8.826,16.713,6.649,10.77,2.642,7.546,17.651,9.948,3.998,3.798,24.291,14.609,26.232
2013-07-13,11.581,20.378,1.822,5.542,4.199,7.081,20.218,6.703,20.058,14.845,1.253,6.648,4.256,10.33,0.153,3.593,11.838,3.265,6.621,22.273,4.983,13.727,5.837,4.511,13.043,7.301,6.845,6.277,6.679,14.111,5.769,7.818,5.628,17.859,3.051,0.0,7.314,9.907,17.349,6.509,8.727,2.603,10.502,17.364,7.649,5.53,8.763,24.982,20.712,18.773
2013-07-14,12.957,20.396,1.816,5.876,4.758,9.105,32.146,6.513,23.668,9.744,1.252,5.922,5.565,12.865,0.151,3.851,8.758,4.96,5.243,17.856,5.78,12.965,9.365,4.161,11.238,5.537,6.796,2.3,5.835,16.614,6.494,6.921,5.746,17.893,2.801,0.643,8.856,6.217,22.504,5.696,9.106,2.596,13.127,19.0,9.63,6.549,3.708,31.202,18.145,16.123
2013-07-15,7.356,21.551,1.79,5.447,6.636,8.989,22.522,8.87,20.949,12.166,1.208,5.501,3.891,10.321,0.154,7.866,12.953,6.575,3.405,15.992,4.468,17.666,4.694,4.482,9.967,12.675,5.818,5.197,11.898,19.884,8.234,6.461,6.179,16.001,3.028,0.0,12.274,15.929,23.825,5.578,8.466,2.914,11.341,15.886,13.548,5.365,7.477,31.369,21.46,17.007
2013-07-16,10.737,20.422,1.663,5.073,6.005,5.599,19.169,8.544,23.471,6.0,1.251,5.254,5.526,9.657,0.178,7.12,8.95,7.348,6.481,17.858,8.111,15.6,2.494,2.841,9.355,15.137,5.742,3.362,5.698,18.686,5.633,6.973,7.495,29.672,2.968,0.011,9.375,9.134,30.498,6.248,8.533,3.138,7.816,18.053,9.113,5.325,9.238,29.852,17.759,14.707
2013-07-17,9.367,45.128,1.837,6.216,4.166,7.101,26.431,6.936,25.204,11.252,1.444,5.143,4.577,10.74,0.153,8.048,9.067,5.989,9.013,21.28,7.571,14.143,4.203,3.761,15.585,10.942,6.453,3.32,8.751,17.238,8.697,7.55,6.988,18.867,2.538,0.0,7.172,8.923,26.046,5.017,7.712,2.705,9.479,18.868,9.154,5.48,7.152,26.78,15.235,16.242
2013-07-18,11.62,41.554,1.815,5.036,2.819,9.124,27.466,6.388,29.154,10.076,1.416,5.393,5.459,8.199,0.153,5.588,9.435,6.231,6.665,26.414,6.688,11.613,9.176,4.26,16.001,9.624,5.075,2.77,10.675,16.007,5.534,7.201,5.979,16.318,3.093,0.0,5.689,8.544,19.437,5.498,7.933,2.424,13.865,16.11,11.352,5.471,3.461,33.158,20.611,13.084
2013-07-19,8.511,19.643,1.828,5.26,2.457,10.247,24.224,7.718,22.022,11.365,1.404,5.964,4.095,7.342,0.157,4.153,12.536,7.182,6.89,24.373,7.302,15.519,7.147,3.676,17.797,8.104,5.09,3.453,11.9,18.942,10.58,8.83,5.058,17.47,2.607,0.0,7.559,10.331,19.335,5.888,9.877,2.419,14.912,16.924,10.85,5.56,3.984,30.551,22.42,16.604
2013-07-20,9.344,19.844,1.856,5.052,3.745,8.656,16.133,6.834,21.774,12.612,1.392,6.673,3.502,11.031,0.153,5.741,8.645,5.88,5.583,21.169,6.234,19.198,8.311,3.842,15.289,7.339,4.684,5.755,10.508,13.206,8.851,9.925,5.606,21.322,2.931,0.0,7.372,10.873,18.557,6.982,7.386,2.551,11.842,21.717,10.626,5.831,6.489,30.303,26.153,14.772
2013-07-21,8.922,39.796,1.658,4.743,4.372,6.841,15.99,6.448,27.875,10.396,1.373,5.701,3.045,6.84,0.155,5.038,10.269,6.059,4.629,18.896,5.471,17.018,4.717,4.145,18.163,8.12,6.413,5.666,6.263,14.967,8.971,7.452,5.755,15.632,2.856,0.0,8.014,4.704,18.845,5.271,10.697,2.559,10.563,14.458,11.422,4.671,3.381,36.577,21.829,13.469
2013-07-22,8.216,43.099,1.805,5.35,4.445,10.046,20.776,8.402,22.967,9.505,1.305,5.256,3.764,11.676,0.156,4.862,9.432,6.32,7.69,22.363,4.84,16.863,9.213,4.155,14.47,9.497,4.921,2.196,14.577,26.225,1.572,7.132,5.291,14.27,2.958,0.0,12.209,11.309,17.665,5.204,6.187,2.88,21.152,20.614,11.75,5.652,3.274,29.513,24.772,17.267
2013-07-23,9.527,44.662,1.804,4.422,4.283,8.726,28.017,8.658,22.592,13.149,1.338,5.155,3.578,12.734,0.156,6.335,10.535,6.787,3.708,16.934,5.124,11.199,7.394,3.832,14.461,8.911,5.156,4.016,21.563,19.44,1.991,6.786,8.1,31.706,2.57,0.0,7.894,8.895,19.043,6.343,11.66,2.508,13.86,16.258,11.987,4.805,7.942,28.877,15.446,27.167
2013-07-24,8.265,42.33,1.646,5.277,3.826,8.591,23.703,7.092,21.735,13.754,1.481,5.265,4.531,9.16,0.156,5.539,13.106,8.128,6.612,17.376,6.042,18.526,8.243,4.084,21.812,5.984,5.999,2.812,13.09,10.488,3.749,8.778,5.46,23.209,2.373,0.76,5.431,5.772,64.087,6.18,8.736,2.398,14.368,14.545,10.797,4.868,3.363,31.39,13.935,15.977
2013-07-25,9.717,43.22,1.71,6.332,3.306,8.464,28.513,7.069,24.973,10.887,1.551,5.065,4.417,8.758,0.154,6.813,12.381,6.783,5.835,22.592,6.193,14.559,10.993,3.904,16.913,9.392,6.481,2.181,6.583,19.934,4.122,7.728,6.188,24.844,2.494,0.0,5.893,9.997,16.481,7.286,9.355,2.704,14.592,17.968,14.966,4.941,2.983,29.453,18.221,11.959
2013-07-26,10.316,41.718,1.884,5.5,4.707,8.187,14.58,7.479,19.37,9.491,1.694,5.024,3.951,8.65,0.154,4.376,10.396,6.378,5.924,18.007,5.816,18.265,11.285,4.01,16.905,7.66,6.068,3.242,15.334,13.426,3.157,8.16,6.842,23.127,2.6,0.0,7.732,11.665,16.819,7.007,10.99,2.429,16.766,17.039,12.899,4.013,3.404,30.562,18.884,20.845
2013-07-27,8.831,41.584,1.764,5.281,3.484,6.543,25.727,6.907,25.515,10.947,1.699,5.844,4.141,16.0,0.165,7.578,10.857,6.848,6.063,16.884,6.872,14.334,9.74,3.824,17.829,7.205,5.068,3.064,9.449,16.917,3.56,8.797,5.431,32.732,3.142,0.0,8.161,8.782,20.84,8.535,10.087,2.587,17.841,14.305,10.163,4.322,4.512,29.251,21.95,12.823
2013-07-28,8.154,42.458,1.789,8.328,4.965,8.416,25.567,6.291,17.936,8.861,1.802,5.04,4.578,9.146,0.155,5.046,10.828,6.875,5.864,17.09,6.891,16.178,25.867,1.587,10.386,7.686,6.22,3.233,11.645,17.442,6.977,7.073,5.592,20.213,2.33,0.0,6.885,7.889,13.968,6.707,10.768,2.775,20.114,14.417,9.331,4.206,4.985,39.061,17.743,18.814
