DateTime,Meter 01,Meter 02,Meter 03,Meter 04,Meter 05,Meter 06,Meter 07,Meter 08,Meter 09,Meter 010
00:00.0,0.113,0.101,0.178,0.06,0.047,0.182,0.093,0.717,0,0.207
30:00.0,0.109,0.3,0.191,0.031,0,0.223,0.097,0.749,0,0.377
00:00.0,0.146,0.202,0.116,0.09,0,0.267,0.127,0.772,0,1.21
30:00.0,0.449,0.225,0.579,0.144,0,0.269,0.117,0.705,0,0.252
00:00.0,0.195,0.114,0.109,0.142,0.049,0.402,0.081,0.659,0,0.199
30:00.0,0.202,0.051,0.07,0.327,0.053,0.271,0.09,0.686,0,0.209
00:00.0,0.417,0.178,0.101,0.407,0.051,0.263,0.143,0.679,0,0.194
30:00.0,0.182,0.193,0.139,0.189,0.019,0.225,0.233,0.464,0,0.195
00:00.0,0.34,0.232,0.21,0.789,0,0.222,0.096,0.487,0,0.827
30:00.0,0.372,0.125,0.112,1.811,0,0.165,0.085,0.455,0,0.703
00:00.0,0.357,0.033,0.192,0.149,0.031,0.095,0.126,0.504,0,0.557
30:00.0,0.139,0.08,0.219,0.153,0.054,0.098,0.13,1.149,0,1.688
00:00.0,0.596,0.084,0.181,0.132,0.051,0.131,0.095,1.714,0,1.9400001
30:00.0,0.253,0.099,0.196,0.146,0.049,0.214,0.102,0.721,0,1.08
00:00.0,0.184,0.066,0.216,0.088,0.005,0.159,0.559,0.572,0,0.425
30:00.0,0.156,0.035,0.165,0.21,0,0.102,0.235,1.238,0,0.298
00:00.0,0.194,0.094,0.164,0.134,0,0.089,0.541,0.687,0,0.321
30:00.0,0.118,0.081,0.262,0.165,0.043,0.053,0.456,0.524,0,0.43
00:00.0,0.156,0.056,0.165,0.213,0.054,0.496,0.112,0.502,0,0.646
30:00.0,0.103,0.19,0.129,0.258,0.05,0.356,0.125,0.61,0,0.377
00:00.0,0.213,0.178,0.074,0.127,0.023,0.197,0.536,0.375,0,1.418
30:00.0,0.124,0.785,0.643,0.147,0,0.166,1.1900001,0.356,0,0.253
00:00.0,0.138,0.197,1.553,0.118,0,0.167,0.698,0.442,0,0.362
30:00.0,0.157,0.165,0.216,0.164,0.029,0.354,0.229,0.746,0,0.243
00:00.0,0.936,0.194,0.134,0.142,0.054,0.171,0.172,0.784,0,0.446
30:00.0,0.174,0.135,0.226,0.221,0.052,0.151,0.067,1.276,0,0.991
00:00.0,0.164,0.153,0.156,0.165,0.036,0.169,0.057,0.839,0,0.46
30:00.0,0.206,0.119,0.207,0.217,0,0.21,0.097,1.597,0,0.867
00:00.0,0.147,0.089,0.209,0.142,0,0.142,0.101,0.862,0,0.841
30:00.0,0.183,0.157,0.294,0.33,0.016,0.125,0.073,1.272,0,0.768
00:00.0,0.142,0.104,0.211,0.131,0.056,0.093,0.057,0.643,0,0.413
30:00.0,0.188,0.113,0.182,0.102,0.052,0.073,0.089,0.343,0,0.58
00:00.0,0.139,0.08,0.105,0.059,0.049,0.122,0.101,0.343,0,1.098
30:00.0,0.188,1.376,0.072,0.046,0.03,0.121,0.077,0.336,0,1.5779999
00:00.0,0.137,1.442,0.071,0.073,0,0.084,0.057,0.318,0,0.504
30:00.0,0.172,0.187,0.058,0.031,0,0.087,0.085,0.314,0,0.372
00:00.0,0.089,0.082,0.068,0.088,0.016,0.122,0.1,0.315,0,0.909
30:00.0,0.141,0.468,0.079,0.032,0.056,0.097,0.129,0.332,0,0.397
00:00.0,0.085,0.077,0.073,0.074,0.051,0.081,0.323,0.33,0,0.262
30:00.0,0.143,0.091,0.047,0.045,0.05,0.227,0.11,0.313,0,0.284
00:00.0,0.082,0.368,0.039,0.055,0.019,0.769,0.099,0.311,0,0.284
30:00.0,0.143,0.069,0.075,0.066,0,0.803,0.057,0.317,0,0.296
00:00.0,0.08,0.031,0.06,0.111,0,0.5,0.056,0.33,0,0.282
30:00.0,0.143,0.473,0.074,0.066,0.028,0.172,0.128,0.326,0,0.221
00:00.0,0.078,0.085,0.11,0.098,0.055,0.136,0.618,0.304,0,0.241
30:00.0,0.147,0.048,0.098,0.062,0.052,0.111,0.197,0.31,0,0.249
00:00.0,0.077,0.067,0.092,0.033,0.048,0.121,0.914,0.596,0,0.241
30:00.0,0.149,0.116,0.072,0.094,0.011,0.125,0.748,0.874,0,0.343
00:00.0,0.076,0.171,0.074,0.031,0,0.073,0.984,1.012,0,0.295
30:00.0,0.185,0.291,0.281,0.508,0,0.095,0.131,0.727,0,0.715
00:00.0,0.383,0.209,0.276,0.364,0.035,0.118,0.298,0.669,0,1.405
30:00.0,0.152,0.212,0.166,0.139,0.054,0.067,0.226,0.683,0,1.028
00:00.0,0.077,0.072,0.408,0.236,0.051,0.108,0.143,1.0470001,0,0.308
30:00.0,0.149,0.123,0.638,0.324,0.024,0.151,0.257,0.89,0,0.24
00:00.0,0.075,0.188,0.312,0.269,0,0.117,0.151,0.901,0,0.245
30:00.0,0.146,0.203,0.088,0.422,0,0.138,0.12,0.651,0,0.247
00:00.0,0.391,0.161,0.085,0.196,0.028,0.148,0.144,0.756,0,0.568
30:00.0,0.166,0.092,0.043,0.793,0.055,0.122,0.138,0.564,0,0.421
00:00.0,0.099,0.072,0.022,0.176,0.052,0.16,0.116,0.678,0,0.409
30:00.0,0.163,0.092,0.129,0.145,0.049,0.124,0.373,0.632,0,2.0150001
00:00.0,0.128,0.125,0.176,0.168,0.019,0.144,0.387,0.546,0,0.885
30:00.0,0.15,0.116,0.145,0.107,0,0.15,0.463,0.521,0,1.446
00:00.0,0.095,0.041,0.166,0.235,0,0.103,0.25,0.643,0,1.274
30:00.0,0.141,0.083,0.163,0.109,0.027,0.15,0.155,0.904,0,1.923
00:00.0,0.094,0.068,0.1,0.147,0.055,0.107,0.106,0.675,0,1.503
30:00.0,0.139,0.123,0.069,0.165,0.052,0.325,0.784,1.021,0,0.498
00:00.0,0.096,0.25,0.072,0.154,0.049,0.217,0.722,0.398,0,0.627
30:00.0,0.144,0.156,0.068,0.227,0.02,0.662,0.34,0.303,0,0.532
00:00.0,0.1,0.23,0.071,0.157,0,0.182,0.222,0.303,0,1.553
30:00.0,0.214,0.629,0.072,0.125,0,0.147,0.216,0.307,0,0.685
00:00.0,0.113,0.188,0.155,0.187,0.025,0.146,0.284,0.325,0,0.489
30:00.0,0.182,0.178,0.347,0.225,0.056,0.344,0.199,0.56,0,0.989
00:00.0,0.927,0.086,0.236,0.194,0.051,0.323,0.157,0.552,0,1.656
30:00.0,0.177,0.162,0.212,0.227,0.048,0.436,0.119,0.54,0,1.094
00:00.0,0.16,0.147,0.183,0.213,0.019,0.318,0.088,0.548,0,0.835
30:00.0,0.207,0.095,0.155,0.166,0,0.096,0.053,0.543,0,0.68
00:00.0,0.184,0.128,0.192,0.21,0,0.131,0.065,0.551,0,1.118
30:00.0,0.204,0.09,0.351,0.275,0.026,0.082,0.098,0.554,0,0.79
00:00.0,0.18,0.113,0.214,0.142,0.055,0.107,0.087,0.542,0,1.35
30:00.0,0.254,0.064,0.168,0.148,0.052,0.093,0.053,0.301,0,0.693
00:00.0,0.198,0.05,0.109,0.032,0.049,0.072,0.065,0.303,0,0.536
30:00.0,0.204,1.4960001,0.088,0.09,0.022,0.112,0.098,0.319,0,0.413
00:00.0,0.137,1.48,0.108,0.032,0,0.07,0.087,0.315,0,0.29
30:00.0,0.183,0.357,0.107,0.067,0,0.1,0.052,0.315,0,0.291
00:00.0,0.114,0.047,0.079,0.057,0.021,0.074,0.064,0.305,0,0.249
30:00.0,0.115,0.515,0.072,0.04,0.055,0.092,0.143,0.379,0,0.257
00:00.0,0.116,0.154,0.074,0.082,0.052,0.11,0.358,0.405,0,0.287
30:00.0,0.105,0.06,0.057,0.031,0.049,0.084,0.065,0.395,0,0.254
00:00.0,0.123,0.085,0.073,0.08,0.021,0.111,0.075,0.381,0,0.255
30:00.0,0.098,0.427,0.111,0.041,0,0.081,0.142,0.363,0,0.247
00:00.0,0.127,0.111,0.089,0.056,0,0.123,0.143,0.365,0,0.225
30:00.0,0.094,0.076,0.105,0.065,0.02,0.087,0.284,0.368,0,0.232
00:00.0,0.13,0.173,0.106,0.032,0.056,0.106,0.09,0.349,0,0.244
30:00.0,0.091,0.427,0.075,0.091,0.052,0.125,0.127,0.296,0,0.414
00:00.0,0.135,0.394,0.045,0.031,0.048,0.105,0.132,0.343,0,0.279
30:00.0,0.088,0.261,0.039,0.065,0.024,0.111,0.095,0.517,0,0.305
00:00.0,0.137,0.158,0.152,0.057,0,0.102,0.079,0.486,0,0.508
30:00.0,0.119,0.27,0.179,0.18,0,0.1,0.117,0.485,0,0.408
00:00.0,0.14,0.217,0.304,0.111,0.016,0.06,0.119,0.485,0,0.201
30:00.0,0.428,0.246,0.195,0.051,0.056,0.073,0.09,0.488,0,0.212
00:00.0,0.131,0.253,0.566,0.117,0.051,0.116,0.226,0.492,0,0.236
30:00.0,0.093,0.287,0.631,0.109,0.05,0.149,0.202,0.494,0,0.224
00:00.0,0.147,0.352,0.172,0.124,0.017,0.146,0.119,0.488,0,0.514
30:00.0,0.303,0.261,0.124,0.108,0,0.253,0.093,0.288,0,0.619
00:00.0,0.173,0.269,0.199,0.063,0,0.151,0.098,0.335,0,0.784
30:00.0,0.087,0.236,0.162,0.206,0.026,0.147,0.231,0.279,0,1.108
00:00.0,0.139,0.18,0.243,1.08,0.055,0.151,0.109,0.306,0,1.313
30:00.0,0.086,0.181,0.175,0.193,0.052,0.1,0.08,0.287,0,1.459
00:00.0,0.145,0.1,0.196,0.158,0.048,0.097,0.053,0.288,0,0.809
30:00.0,0.098,0.09,0.377,0.269,0.032,0.1,0.076,0.286,0,0.866
00:00.0,0.155,0.071,0.298,0.239,0,0.102,0.097,0.289,0,1.035
30:00.0,0.084,0.052,0.333,0.107,0,0.11,0.085,0.28,0,1.073
00:00.0,0.144,0.124,0.177,0.109,0.008,0.105,0.053,0.275,0,0.805
30:00.0,0.081,0.079,0.211,0.212,0.056,0.147,0.066,0.278,0,0.399
00:00.0,0.176,0.071,0.173,0.131,0.052,0.135,0.096,0.285,0,0.281
30:00.0,0.159,0.179,0.282,0.256,0.049,0.077,0.091,0.284,0,0.478
00:00.0,0.201,0.665,0.153,0.182,0.046,0.102,0.052,0.287,0,0.631
30:00.0,0.105,0.252,0.111,0.145,0,0.121,0.055,0.285,0,0.498
00:00.0,0.155,0.177,0.099,0.146,0,0.286,0.1,0.287,0,1.239
30:00.0,1.182,0.126,0.073,0.213,0,0.46,0.364,0.469,0,1.09
00:00.0,0.19,0.118,0.072,0.184,0.05,0.455,0.289,0.472,0,0.722
30:00.0,0.159,0.13,0.078,0.18,0.053,0.372,0.196,0.468,0,0.487
00:00.0,0.197,0.168,0.064,0.227,0.05,0.339,0.08,0.48,0,1.52
30:00.0,0.192,0.093,0.075,0.182,0.048,0.533,0.097,0.484,0,1.427
00:00.0,0.189,0.103,0.102,0.292,0.014,0.3,0.095,0.481,0,0.588
30:00.0,0.198,0.129,0.128,0.206,0,0.151,0.054,0.482,0,1.263
00:00.0,0.195,0.076,0.262,0.147,0,0.15,0.065,0.47,0,0.764
30:00.0,0.193,0.09,0.159,0.142,0.03,0.151,0.099,0.269,0,0.522
00:00.0,0.156,0.051,0.106,0.1,0.055,0.142,0.096,0.282,0,0.397
30:00.0,0.187,1.402,0.081,0.118,0.052,0.149,0.059,0.351,0,0.339
00:00.0,0.153,1.46,0.055,0.07,0.05,0.14,0.055,0.357,0,0.317
30:00.0,0.191,1.097,0.042,0.096,0.045,0.121,0.099,0.344,0,0.275
00:00.0,0.143,0.06,0.039,0.096,0,0.079,0.094,0.346,0,0.255
30:00.0,0.157,0.439,0.032,0.039,0,0.108,0.064,0.342,0,0.256
00:00.0,0.092,0.076,0.088,0.039,0,0.123,0.052,0.388,0,0.245
30:00.0,0.142,0.118,0.11,0.097,0.048,0.087,0.097,0.386,0,0.233
00:00.0,0.084,0.344,0.107,0.034,0.054,0.187,0.094,0.369,0,0.237
30:00.0,0.146,0.066,0.086,0.046,0.051,0.242,0.064,0.38,0,0.275
00:00.0,0.08,0.1,0.07,0.087,0.049,0.188,0.052,0.357,0,0.272
30:00.0,0.15,0.443,0.073,0.032,0.02,0.23,0.238,0.293,0,0.261
00:00.0,0.075,0.347,0.064,0.058,0,0.204,0.144,0.292,0,0.222
30:00.0,0.152,0.606,0.063,0.076,0,0.203,0.113,0.316,0,0.235
00:00.0,0.075,0.554,0.085,0.032,0.02,0.207,0.065,0.355,0,0.497
30:00.0,0.149,0.309,0.106,0.066,0.056,0.241,0.085,0.491,0,0.328
00:00.0,0.077,0.233,0.43,0.066,0.052,0.215,0.097,0.484,0,0.273
30:00.0,0.162,0.187,0.368,0.089,0.049,0.141,0.074,0.482,0,0.26
00:00.0,0.104,0.066,0.29,0.72,0.038,0.092,0.068,0.483,0,1.707
30:00.0,0.439,0.092,0.336,0.166,0,0.082,0.093,0.493,0,0.606
00:00.0,0.124,0.07,0.117,0.062,0,0.068,0.053,0.493,0,0.266
30:00.0,0.151,0.08,0.065,0.113,0,0.086,0.08,0.533,0,0.258
00:00.0,0.139,0.044,0.034,0.083,0.057,0.066,0.092,0.543,0,0.273
30:00.0,0.128,0.07,0.203,0.179,0.052,0.084,0.053,0.292,0,0.368
00:00.0,0.134,0.256,0.286,0.177,0.05,0.114,0.077,0.31,0,0.661
30:00.0,0.122,0.213,0.222,0.536,0.049,0.097,0.094,0.314,0,0.514
00:00.0,0.133,0.184,0.277,0.156,0.005,0.139,0.053,0.323,0,0.332
30:00.0,0.139,0.12,0.158,0.173,0,0.143,0.07,0.323,0,1.965
00:00.0,0.155,0.134,0.152,0.13,0,0.172,0.098,0.477,0,0.344
30:00.0,0.154,0.18,0.281,0.182,0.04,0.142,0.053,0.317,0,0.826
00:00.0,0.409,0.099,0.152,0.2,0.054,0.182,0.063,0.318,0,0.447
30:00.0,0.248,0.111,0.133,0.287,0.051,0.196,0.099,0.321,0,0.273
00:00.0,0.178,0.079,0.124,0.166,0.048,0.209,0.058,0.327,0,0.371
30:00.0,0.169,0.072,0.152,0.145,0.029,0.2,0.058,0.377,0,0.325
00:00.0,0.272,0.09,0.16,0.137,0,0.208,0.098,0.384,0,0.971
30:00.0,0.125,0.043,0.154,0.388,0,0.203,0.063,0.325,0,0.449
00:00.0,0.229,0.046,0.173,0.184,0.011,0.275,0.052,0.305,0,0.614
30:00.0,0.156,0.117,0.168,0.152,0.056,0.282,0.101,0.308,0,0.479
00:00.0,0.161,0.153,0.371,0.197,0.052,0.231,0.067,0.309,0,0.747
30:00.0,0.379,0.192,1.15,0.207,0.049,0.341,0.052,0.514,0,0.361
00:00.0,0.936,0.158,0.272,0.168,0.045,0.34,0.097,0.512,0,1.891
30:00.0,0.193,0.148,0.191,0.209,0,0.305,0.071,0.514,0,0.812
00:00.0,0.214,0.164,0.535,0.186,0,0.135,0.052,0.499,0,0.671
30:00.0,0.186,0.093,0.241,0.164,0,0.109,0.092,0.505,0,0.89
00:00.0,0.213,0.112,0.215,0.197,0.048,0.113,0.075,0.506,0,0.794
30:00.0,0.172,0.151,0.289,0.281,0.053,0.108,0.052,0.505,0,1.288
00:00.0,0.229,0.278,0.185,0.14,0.049,0.066,0.087,0.633,0,0.657
30:00.0,0.172,0.172,0.156,0.155,0.049,0.051,0.08,0.483,0,1.022
00:00.0,0.223,0.096,0.089,0.031,0.014,0.082,0.052,0.401,0,0.993
30:00.0,0.141,1.393,0.106,0.07,0,0.075,0.083,0.337,0,0.569
00:00.0,0.2,1.404,0.105,0.063,0,0.051,0.083,0.319,0,0.34
30:00.0,0.147,0.074,0.087,0.032,0.03,0.084,0.052,0.322,0,0.268
00:00.0,0.186,0.073,0.077,0.082,0.054,0.059,0.082,0.478,0,0.211
30:00.0,0.105,0.412,0.071,0.045,0.052,0.117,0.085,0.437,0,0.188
00:00.0,0.123,0.063,0.053,0.035,0.041,0.082,0.053,0.427,0,0.189
30:00.0,0.104,0.119,0.048,0.091,0,0.065,0.077,0.437,0,0.202
00:00.0,0.116,0.379,0.031,0.032,0,0.099,0.088,0.453,0,0.198
30:00.0,0.112,0.062,0.058,0.051,0.001,0.062,0.051,0.417,0,0.18
00:00.0,0.107,0.061,0.101,0.111,0.057,0.094,0.072,0.464,0,0.352
30:00.0,0.119,0.375,0.061,0.082,0.052,0.069,0.093,0.456,0,0.241
00:00.0,0.101,0.122,0.073,0.071,0.05,0.085,0.051,0.361,0,0.182
30:00.0,0.124,0.139,0.071,0.098,0.041,0.106,0.067,0.387,0,0.154
00:00.0,0.093,0.149,0.056,0.063,0,0.649,0.097,0.397,0,0.197
30:00.0,0.132,0.14,0.086,0.031,0,0.26,0.052,0.541,0,0.428
00:00.0,0.084,0.168,0.109,0.068,0,0.182,0.06,0.584,0,0.178
30:00.0,0.14,0.059,0.234,0.071,0.051,0.191,0.097,0.545,0,0.229
00:00.0,0.116,0.072,0.289,0.194,0.054,0.23,0.058,0.547,0,0.315
30:00.0,0.147,0.069,0.156,0.296,0.049,0.116,0.057,0.756,0,0.318
00:00.0,0.444,0.099,0.066,0.221,0.039,0.781,0.099,0.594,0,0.185
30:00.0,0.163,0.241,0.056,0.193,0,1.4960001,0.062,0.543,0,0.18
00:00.0,0.109,0.151,0.102,0.258,0,1.1900001,0.052,0.617,0,1.076
30:00.0,0.137,0.183,0.091,0.423,0,1.849,0.099,0.471,0,1.545
00:00.0,0.096,0.289,0.097,0.675,0.054,1.307,0.069,0.475,0,1.6670001
30:00.0,0.118,0.205,0.094,0.632,0.051,1.299,0.053,0.473,0,0.706
00:00.0,0.107,0.367,0.07,1.244,0.048,0.919,0.095,0.92,0,1.344
30:00.0,0.468,0.25,0.063,0.18,0.033,0.273,0.074,0.428,0,0.505
00:00.0,0.639,0.198,0.076,0.122,0,0.23,0.053,0.441,0,1.983
30:00.0,0.264,0.169,0.077,0.127,0,0.177,0.089,0.541,0,1.567
00:00.0,0.152,0.109,0.096,0.103,0.012,0.178,0.077,0.406,0,0.202
30:00.0,0.128,0.398,0.109,0.209,0.055,0.22,0.061,0.378,0,0.201
00:00.0,0.134,0.118,0.103,0.1,0.052,0.442,0.137,0.368,0,0.212
30:00.0,0.12,0.117,0.062,0.122,0.045,0.218,0.249,0.347,0,0.229
00:00.0,0.142,0.112,0.032,0.152,0,0.205,0.782,0.343,0,0.229
30:00.0,0.204,0.032,0.221,0.236,0,0.206,0.399,0.355,0,0.227
00:00.0,0.111,0.054,0.185,0.146,0.003,0.22,0.18,0.355,0,0.185
30:00.0,0.17,0.102,0.32,0.113,0.056,0.477,0.154,0.329,0,0.198
00:00.0,0.107,0.162,0.19,0.191,0.052,0.352,0.189,0.341,0,0.271
30:00.0,0.131,0.149,0.161,0.228,0.05,0.315,0.173,0.554,0,0.235
00:00.0,1.04,0.098,0.228,0.24,0.038,0.791,0.221,0.685,0,0.211
30:00.0,0.175,0.11,0.328,0.245,0,1.483,0.256,0.556,0,0.213
00:00.0,0.172,0.167,0.26,0.303,0,0.668,0.076,0.648,0,0.214
30:00.0,0.154,0.11,0.161,0.169,0.004,0.25,0.052,0.613,0,0.197
00:00.0,0.19,0.106,0.199,0.162,0.056,0.164,0.052,0.597,0,0.173
30:00.0,0.166,0.057,0.263,0.335,0.052,0.098,0.093,0.608,0,0.189
00:00.0,0.213,0.086,0.213,0.122,0.05,0.101,0.075,0.595,0,0.195
30:00.0,0.153,0.109,0.144,0.156,0.032,0.102,0.053,0.456,0,0.204
00:00.0,0.246,0.028,0.055,0.102,0,0.102,0.089,0.631,0,0.208
30:00.0,0.201,1.401,0.073,0.032,0,0.098,0.077,0.561,0,0.225
00:00.0,0.159,1.401,0.072,0.086,0.011,0.097,0.052,0.501,0,0.196
00:00.0,0.159,1.464,0.072,0.086,0.011,0.101,0.086,0.501,0,0.194
30:00.0,0.154,0.284,0.075,0.039,0.056,0.101,0.078,0.55,0,0.194
00:00.0,0.158,0.124,0.107,0.045,0.052,0.096,0.052,0.542,0,0.351
30:00.0,0.114,0.444,0.1,0.082,0.05,0.231,0.083,0.535,0,0.366
00:00.0,0.122,0.095,0.094,0.031,0.002,0.227,0.082,0.58,0,0.458
30:00.0,0.092,0.086,0.106,0.067,0,0.167,0.052,0.52,0,0.695
00:00.0,0.118,0.323,0.069,0.058,0,0.105,0.08,0.417,0,0.948
30:00.0,0.095,0.101,0.04,0.032,0.049,0.075,0.083,0.389,0,0.405
00:00.0,0.114,0.142,0.038,0.085,0.054,0.085,0.052,0.397,0,0.582
30:00.0,0.099,0.227,0.02,0.043,0.05,0.099,0.078,0.397,0,0.547
00:00.0,0.107,0.335,0.071,0.036,0.016,0.081,0.24,0.377,0,0.294
30:00.0,0.105,0.032,0.096,0.088,0,0.087,0.153,0.346,0,0.288
00:00.0,0.103,0.085,0.094,0.032,0,0.324,0.123,0.406,0,0.284
30:00.0,0.11,0.269,0.107,0.054,0.031,0.22,0.141,0.566,0,0.336
00:00.0,0.095,0.241,0.077,0.071,0.055,0.108,0.126,0.56,0,0.252
30:00.0,0.117,0.196,0.169,0.333,0.051,0.067,0.076,0.536,0,0.235
00:00.0,0.088,0.163,0.226,0.331,0.041,0.167,0.091,0.509,0,0.259
30:00.0,0.122,0.206,0.219,0.093,0,0.133,0.123,0.534,0,0.274
00:00.0,0.117,0.1,0.212,0.355,0,0.161,0.125,0.537,0,0.262
30:00.0,0.382,0.095,0.096,0.484,0.003,0.127,0.216,0.553,0,0.286
00:00.0,0.108,0.042,0.06,0.488,0.056,0.242,0.087,0.607,0,0.277
30:00.0,0.131,0.179,0.048,0.337,0.051,0.152,0.124,0.425,0,0.343
00:00.0,0.095,0.278,0.12,0.119,0.049,0.148,0.101,1.0650001,0,0.273
30:00.0,0.136,0.219,0.117,1.1440001,0.032,0.155,0.116,0.47,0,0.306
00:00.0,0.095,0.214,0.098,0.143,0,0.153,0.172,0.903,0,0.312
30:00.0,0.179,0.117,0.26,0.159,0,0.118,0.116,0.343,0,0.287
00:00.0,0.223,0.135,0.168,0.174,0.012,0.142,0.108,0.356,0,1.949
30:00.0,0.101,0.138,0.13,0.091,0.056,0.284,0.64,0.36,0,1.226
00:00.0,0.233,0.075,0.092,0.235,0.051,0.341,0.754,0.346,0,1.1849999
30:00.0,0.426,0.129,0.21,0.09,0.047,0.135,1.548,0.468,0,0.64
00:00.0,0.117,0.137,0.154,0.104,0.001,0.14,1.688,0.605,0,1.223
30:00.0,0.119,0.17,0.078,0.147,0,0.145,1.028,0.456,0,1.063
00:00.0,0.151,0.261,0.097,0.109,0.001,0.113,0.363,0.379,0,0.376
30:00.0,0.224,0.152,0.315,0.284,0.056,0.239,0.169,0.366,0,0.212
00:00.0,0.089,0.225,0.193,0.124,0.052,0.269,0.16,0.354,0,0.165
30:00.0,0.144,0.214,0.891,0.147,0.05,0.226,0.17,0.351,0,0.197
00:00.0,0.079,0.197,0.3,0.168,0.007,0.245,0.131,0.358,0,0.404
30:00.0,0.158,0.23,0.132,0.148,0,0.445,0.206,0.553,0,0.2
00:00.0,0.831,0.083,0.124,0.246,0,0.35,0.162,0.513,0,0.188
30:00.0,0.161,0.143,0.255,0.201,0.048,0.124,0.059,0.514,0,0.247
00:00.0,0.178,0.16,0.325,0.246,0.054,0.071,0.077,0.526,0,1.452
30:00.0,0.17,0.113,0.191,0.195,0.05,0.097,0.095,0.541,0,0.94
00:00.0,0.21,0.132,0.194,0.148,0.049,0.094,0.053,0.625,0,0.529
30:00.0,0.166,0.099,0.399,0.298,0,0.076,0.073,0.606,0,0.725
00:00.0,0.218,0.154,0.219,0.121,0,0.108,0.097,0.577,0,0.531
30:00.0,0.156,0.161,0.148,0.183,0,0.073,0.053,0.306,0,0.328
00:00.0,0.233,0.031,0.107,0.034,0.048,0.091,0.071,0.307,0,0.495
30:00.0,0.197,1.426,0.106,0.109,0.053,0.079,0.097,0.292,0,0.318
00:00.0,0.213,1.436,0.091,0.064,0.051,0.088,0.053,0.283,0,0.493
30:00.0,0.152,0.918,0.103,0.097,0.047,0.091,0.069,0.308,0,0.581
00:00.0,0.179,0.079,0.101,0.085,0,0.058,0.098,0.307,0,0.504
30:00.0,0.133,0.372,0.048,0.031,0,0.091,0.104,0.29,0,0.745
00:00.0,0.114,0.083,0.038,0.072,0,0.185,0.318,0.283,0,0.296
30:00.0,0.115,0.1,0.039,0.06,0.047,0.096,0.087,0.301,0,0.27
00:00.0,0.101,0.357,0.032,0.032,0.054,0.095,0.053,0.306,0,0.855
30:00.0,0.124,0.078,0.077,0.092,0.05,0.097,0.08,0.291,0,0.269
00:00.0,0.091,0.043,0.099,0.039,0.042,0.093,0.407,0.276,0,0.43
30:00.0,0.134,0.283,0.099,0.048,0.001,0.124,0.272,0.307,0,0.281
00:00.0,0.081,0.307,0.106,0.079,0,0.094,0.135,0.306,0,0.287
30:00.0,0.139,0.475,0.056,0.031,0,0.078,0.134,0.28,0,0.26
00:00.0,0.08,0.234,0.073,0.069,0.051,0.139,0.077,0.353,0,0.257
30:00.0,0.135,0.241,0.055,0.057,0.052,0.275,0.104,0.609,0,0.473
00:00.0,0.121,0.248,0.224,0.031,0.05,0.134,0.108,0.507,0,0.35
30:00.0,0.127,0.242,0.189,0.545,0.033,0.112,0.076,0.466,0,0.33
00:00.0,0.57,0.194,0.218,0.082,0,0.134,0.104,0.475,0,0.275
30:00.0,0.577,0.144,0.124,0.126,0,0.114,0.111,0.481,0,0.28
00:00.0,0.168,0.197,0.038,0.079,0.007,0.138,0.075,0.466,0,0.292
30:00.0,0.159,0.233,0.123,0.063,0.056,0.124,0.102,0.455,0,0.247
00:00.0,0.104,0.169,0.108,0.497,0.052,0.125,0.112,0.482,0,0.272
30:00.0,0.146,0.441,0.118,0.271,0.05,0.14,0.076,0.281,0,0.283
00:00.0,0.118,0.296,0.196,1.03,0.007,0.128,0.21,0.3,0,0.636
30:00.0,1.196,0.127,0.113,0.808,0,0.103,0.923,0.286,0,1.234
00:00.0,0.4,0.103,0.238,0.128,0,0.153,0.168,0.282,0,0.978
30:00.0,0.13,0.038,0.188,0.251,0.041,0.107,0.762,0.281,0,0.743
00:00.0,0.144,0.058,0.133,0.134,0.054,0.136,0.919,0.257,0,1.261
30:00.0,0.204,0.109,0.109,0.15,0.05,0.107,1.1210001,0.283,0,1.247
00:00.0,0.217,0.06,0.079,0.206,0.02,0.229,0.222,0.287,0,1.7029999
30:00.0,0.292,0.069,0.046,0.175,0,0.071,0.454,0.282,0,1.058
00:00.0,0.175,0.05,0.059,0.14,0,0.082,0.829,0.264,0,0.218
30:00.0,0.222,0.26,0.072,0.17,0.031,0.069,0.925,0.275,0,0.359
00:00.0,0.123,0.213,0.291,0.125,0.054,0.121,0.449,0.287,0,0.345
30:00.0,0.14,0.14,0.224,0.247,0.05,0.322,0.314,0.286,0,0.474
00:00.0,0.134,0.409,0.089,0.147,0.049,0.253,0.232,0.27,0,0.356
30:00.0,0.188,0.229,1.223,0.123,0.01,0.283,0.21,0.281,0,0.676
00:00.0,0.17,0.193,1.225,0.179,0,0.269,0.168,0.284,0,2.6849999
30:00.0,0.127,0.174,0.181,0.133,0,0.3,0.199,0.504,0,0.429
00:00.0,0.95,0.131,0.525,0.238,0.038,0.243,0.158,0.626,0,0.261
30:00.0,0.197,0.265,0.305,0.166,0.055,0.249,0.061,0.683,0,0.309
00:00.0,0.192,0.184,0.201,0.211,0.05,0.269,0.094,0.863,0,1.045
30:00.0,0.204,0.128,0.223,0.178,0.047,0.276,0.074,0.669,0,0.664
00:00.0,0.175,0.116,0.749,0.257,0.001,0.155,0.052,0.67,0,0.55
30:00.0,0.212,0.088,0.513,0.232,0,0.071,0.099,0.701,0,1.012
00:00.0,0.168,0.112,0.171,0.134,0,0.08,0.067,0.671,0,0.589
